,userName,content,score
881,Rangga Wjya,"Game bagus karakternya juga bagus, cuma itu npc muka semua sama jadi bikin gamenya boring. Nahida yang cara bicaranya dewasa karna karakternya kecil jadi aneh diliatnya. Kekurangannya disitu semoga aja dirubah jadi lebih baik",2
882,Mshaq,"Gamenya recommended buat yang gabut, karena storynya yang lumayan panjang bisa untuk mengisi waktu luang.",5
883,Dewa Cahaya 30,"Dear Hoyoverse Team, Saya ingin memberikan sedikit pendapat saya terhadap genshin impact, saran saya tolong setelah update versi, size genshin impact dikompres lagi menjadi lebih kecil agar lebih ramah di mobile, karena saya melihat banyak player yang pensiun bermain genshin karena size yg terlalu besar. Sekian saran dari saya. Terimakasih.",5
884,Nadia Anggraini,"Gamenya bagus bangettt tpi.. grafiknya di aku burem ,gpp lah pokonya udh bagus ni game😁",5
885,Thariq Fathani,Sangat bagus dari story dan juga grafik,5
886,Melki Sianturi,"Gamenya seru banget, aku suka, especially grafik nya... Trus kalau sore gitu, ada pemandangan nya bagus banget! Thx Mihoyo",5
887,Dedi Haryanto,datanya terlalu gede karna didalemya ada film animenya yg beresolusi hd,4
888,Bambang Dwiguna,"Semoga semakin gampang dapat artefak dengan stat crit rate + crit damage, dan semakin banyak bonus primogem",5
889,Berlian Alshani Raffisya,"Wah bagus banget, kusaranin sih download ini, cuman kalau hp kalian kentang jangan di paksain, dari pada nanti rusak hpnya terus ini kalau di awal"" loadingnya lama . Ini game grafiknya bagus, fantasi nya juga, tapi sayangnya karena setiap di update itu harus nambah memori yang banyak banget. Tapi ga bisa nandingin keseruannya sih. jika bisa tolong buat yg ga perlu banyak memori ya. Maaf saya tidak tahu cara membuat game, jadi hanya memberi saran, makasih berkat game ini saga menjadi terhibur",5
890,Oeray Restu Alzibran,Tolong tambah kan bahasa indonesia di dubbing,5
891,Luthfi,"Game yang sangat menarik, baik dari segi alur maupun karakter nya",5
892,al mujahidin,Game yg sangat luar biasa. Grafiknya keren banget map yg begitu besar. Alur cerita yg sangat epic. Pokoknya keren bnget lah,5
893,Ernawati Limbong,Ga bisa login padahal sinyal bangus dan device memadai,3
894,Kirei Akashi,"over all bagus sih tapi ya butuh in device yang nyukup aja, aku 4/128 itu udh ngeframe bgt",4
895,Panji Akbar,Bagus banget sih tapi lebih boros kuota pihak mihoyo tolong ya game nya sudah oke bagus grafik menyenangkan bagus sekali tetapi tolong kurangi memakan data berlebih ya mihoyo saya sdh main di Ar 8 tetapi boros sekali jadi tolong ya mihoyo,5
896,Felyn Fanezya,Jadi gamenya bagus banget saya sukaa tapi buat naikin level adventure nya susah banget mesti ngambil Ques tapi ga papa aku sukaa bintang ⭐⭐⭐⭐⭐ buat genshin impact developer semangat terus yaa :),5
897,seaz AR,Saran aja. Coba di setting di tambahan ganti resolusi kayak di versi pc. Biar bisa tambah ringan lagi gamenya.,5
898,dadun bae,"Dari roleplay nya udh bagus grafiknya jg udh Map nya jg luas Pokoknya 5 star deh buat genshin,Omong omong mau dapet alhaitham susah bener udh ngepull berapa kali tuh? Haha pokoknya 5 star deh 🤩🤩",5
899,Mochamad Afif Aliyudin,Keren abiss.. cuma 1 kurangnya tolong kasih fitur buat searching player sesuai country.. jadi enggak terbatas sama komunikasi..,5
900,Fahri indra lesmana,"Sangat sulit mengatur basic attaknya kadang udh di klik msh slow respon. Untuk costum kontrol masa gk ada buat hp, tolong di ada in fitur costum icon kontrol ny",1
901,VENEZAA,Gamenya bagus dan grafik nya enak dilihat tidak membosankan,5
902,Hanifah Kh,"game nya bagus, tapi bisa ga sih di kasih gratisan primo setiap hari 1000 primo",5
903,Dilan Rizal,"Game yang sangat seru, dengan gameplay Open World yang sangat luas. Untuk ukuran gamenya sangat besar, Tapi sebanding dengan grafik yang bagus.",5
904,Muhammad Imron,Enggk perlu komentar lagi...udh perfect... Aku juga player veteran jadi masih asik dan suka memainkannya...untuk saran dan kritik nanti aku sampaikan di forum langsung ok.... YANG SEMANGAT DAN SEMOGA BERUNTUNG,5
905,Ropik Maulana,"Kalau menurut saya dari segi game sama grafik oky lah bagus tapi tolong lah rubah game inofokati misalanya kaya karakter nya yang kita mainin bukan kartu nya yang malah nyerang kaya kurang seru aja gittu, munkin kalau berbentuk karakter nya bakal lebih seru",5
906,Fernanda,halo kepada pihak hoyoverse kami para pemain genshin impact menginginkan fitur mic/microphone di mode coop agar dapat berkomunikasi dengan baik sesama pemain.🗿🙏,5
907,Kepo,"Bagus tpi suka ngeleg² patah² padahal ruang penyimpanan masih banyk, pas ngeleg² HP saya jadi ny gk bisa di pencet² mesti di matiin baru bisa kembali dan pas ngeleg/patah² saya suka kesel jadiny saya pukul² layar HP biar bisa kembali sempurna",4
908,Wiwin Handayani,"ga usah aneh² updatenya, kompilasi shader itu buat apa?",1
909,Dzema Putri,Seru buat ngisi waktu luang dan grafik nya bagus walaupun kadang bingung dengan misi/alur cerita tapi jujurly seru game nya,5
910,Anders Chydenius Arestoteles,"kenapa karakternya gk bisa dibuat tidur, tpi malah bisa duduk",5
911,Arfan Alief,"Makin seruu aja ni game, mudah mudahan ni HP kuat ya sampe akhir😁",5
912,Renaldi Marzuki,"Game yang sangat seru, nuansa Fantasinya dapet banget. Banyak karakter yang bisa digunakan membuat permainan lebih menarik dan tidak mudah jenuh",5
913,Irman Syah,Gem nya seru dan tidak ada iklan sama sekali dan. ga bikin bosen dan .banyak piliha karakter yg bisa di pilih juga dan kita bisa main bersama kawan,5
914,Akbar 17,"Dari segi grafik, alur cerita, karakter, desain semuanya bagus. Menurut gw lumayan ramah untuk player f2p karena primogem bisa didapat dari eksplorasi dan quest tanpa harus top up. Jadi menurut ku banyakin event yang ngasih primogem banyak biar player f2p seperti saya bisa lebih fun dapatin karakter.",5
915,Khansa Sasa (Rayy),"Klo nge update susah, sama klo pas laoding screen itu lamaa banget",3
916,Aulana,Grafik nya bagus aku suka banget dan gak bosenin,5
917,Rafandra Juventino,Game ini keren sekali grafik nya gk main main the best kah pokoknya,5
918,Ahmad Fauzan Khofi,Jaringan tiba tiba error tampa sebab,1
919,aku,"Game rusak, gue download data ga jalan² padahal jaringan lancar dasar game rusak!!",1
920,Hasan alwini,Keren gamenya kalo bisa perbanyak senjata bagus di peti,5
921,Faiz 123,Game nya bagus bangettttttttttttttttttttttt. Dan kalau bisa setiap bulan atau 2 bulan 1 kali Kasih primogem nya. Biar lebih enak gak harus jalanin quest full,5
922,Muhammad Sutrisna,Tolong tambahkan toko event untuk item-item yang sudah terlewat sangat disayangkan bagi para pemain f2p yang baru main di patch terbaru tapi banyak bonus yang terlewatkan,5
923,15. Maulana Fasha,Bisakah kalian menambahkan tombol skip story? Karena terkadang saya tidak terlalu tertarik dengan cerita yang kalian berikan kedalam game dan saya lebih menikmati gameplay,2
924,Zaky Akhmad fauzy,"Ah sudah waktunya, thanks mihoyo game mu memang the best. 2 setengah tahun menemani, itu cukup lama dan membuat kenangan yg indah, mempunyai teman online yg membuat memorible itu sungguh menyenangkan. Dan juga membuat saya bertemu dgn waifu( istri gwe) yg begitu cantik dan elegan. Dia yg membuat ku bertahan bermain dan sampai ku dapat kan dia , walaupun cukup berat karena baru mendapatkan waifu ku tp apa boleh buat hahaha cerita ini sungguh lucu. Sayonara genshin.",5
925,saeful motovlog,"Tolong support bermain dengan gamepad, tanpa menggunakan pihak kedua atau ketiga hanya atur di pengaturan dalam game..",4
926,MSP_1206,"Sebenarnya udah bagus, cuman keluhan saya adalah tidak bisa custom control, control bawaannya tidak nyaman",4
927,Aldian Pratama,Permainan nya bagus aku suka ❤❤tapi ada kekurangan yaitu game nya terlalu banyak MB/GB tapi mungkin itu karna permainan nya yang bagus 👍bagus banget permainan nya aku sampek ke tagihan gacha meskipun aku player F2P ❤❤ itu aja dari aku🙏👋dadah,5
928,Ff kang Bar bar,Game nya mah bagus penyimpanan nya aja yang gak ramah lingkungan 😌,5
929,Dedik Irawan,Bagus bgt grafik nya gk main2 tapi tolong kalau mau dapetin character harut topup kalau gk lama di kasih free/gampang aja dari segi game bagus,5
930,Hanif Nurdiansyah,Kenapa setelah update download data lagi 14 GB jadi males kan,3
931,Winsendelvinsenjansen Chin,Jujur gamenya seru dan grafik juga bagus.. Alasan saya kasih 2 bintang bukan karna game gak bagus grafik jelek dan lain sebagainya.. Saya kasih 2 bintang karna tidak suka cerita story game tersebut terlalu lama dan memakan waktu.. Coba di buat bisa di skip ceritanya mungkin lebih seru dan tidak buang waktu banyak..,2
932,Soni Adi Pangestu,"Gameplay bagus, cuma npcnya terlalu kaku",3
933,アズカー2446,"4⭐ dulu, saya ingin bisa tombol analog di game ini bisa dikustom hud",4
934,Keisya Aurelia,"udh main setahun lebih, gapernah bosen suka banget💘💘, sehari bisa main 5-7 jam, karakter nya juga cakep, story bagus, sukaaa💘💘💘. Mungkin untuk sarannya resin ya dibanyakin atau gak proses ngisi resin dicepetin. Juga tambahin max level jadi kaya 65 atau 70 gitu, saya capek nganggur😞",5
935,Fahri Rizky_,Tolong developer benerin bug tidak Masuk ke In Game atau stack di loading scren pdhal Sinyal bagus divice jg bagus tlong banget inimah,3
936,Adelia Puri,"5 star for genshin karena grafik ny bagus bngt, dan klo ada quest trs kita leave sebentar pasti nyambung lgi klo game lain ngga. Minta Primo nya🌟🙏🙏",5
937,cahyo adi,"Kontrol kamera ny bener2 bikin pusing, lagi bertarung deket semak2 kok malah nongol dedaunan doang tu buat apa? Udah di pindah sesuai biar pandangan battle field nyaman kok balik terus, gak ramah di mata, bikin pusing",3
938,Naufal Rahman,Mantabb baik dari grafik jalan cerita dan petualangan,5
939,Joicelyne,Bagus game petualang dan bisa main otak gameny,5
940,Nur jannah Siregar,Kenapa nih? Kok belum download 100% udah bisa dimainin di playstore..,1
941,Ibnu Komar,"Dari beberapa game jatuhnya ke Genshin impact, sangat memukau dan jalan ceritanya yang penuh misteri. Hanya saja tolong diperbaiki jika memainkannya tengah malam selalu jaringan ngebug seperi kurang sinyal padahal sudah pakai WIFI dan jika siang lancar-lancar saja.",5
942,eni Jelita,Game android dengan story memuaskan saya merasa memainkan game ps3 karena hampir mirip sangat the best,5
943,yu-otosaka and ToMoRi,"Game nya bagus,cuma setiap misi pasti bicara dulu sana sini,jadi banyak habisin waktu,TPI kalau quest archon tidak menjadi masalah 😌",3
944,Azka Rasyadan,Untuk grafik sudah bagus pokonya semua keren tapi yang bikin aku ke ganggu itu karna loading pertama download itu lama banget sku tunggu 1 hari loh jaringan ok wifi ok tapi tetep lama banget,4
945,VRZ1 21,"Tolong dunk story ya bisa di percepat, soal y buat ngantuk gak bisa di next",4
946,Shine Christy,"grafiknya keren, gameplay juga mantep. ram gw 4 gb tapi kuat main genshin (asal memori ga kepenuhan bakal lancar, setiap merk hp beda)",5
947,Ariska Suci Wulandari,Game paling aku suka !!! Animasi bagus ada alur cerita juga,5
948,AhmadDzakiAsyAriヅ,"yap, untuk sekrang ini fvorit ku, dri semua segi ini bagus bgt, tpii eh tapii . . . event ny trlalu monoton, tolong tingkatin lgi , itu aja sii, selebih ny keren parah",5
949,Reyvalin,"padahal pake WiFi dan lancar2 aja,tapi GK tau kenapa pas dah login game nya PING sinyal kuning terus,Tapi Masih lancar,gk terlalu pengaruh juga 😀",5
950,Andriko Thennesius,"Gamenya Bagus, cuman buat Pity nya itu lhoo dan penyimpanan nya langsung penuh. Tapi okelah, grafiknya bagus",5
951,Febi Hardian,"Gamenya bagus tapi ada kurangnya pas jalani misi ceritanya yg banyak mana ga bisa di skip percekapannya nunggu kadang bosan jg min KLO BISA ADA TOMBOL LEWATI BIAR GA BOSAN NUNGGU LAMA CERITANYA, MANA HARUSTEKAN2 LAYAR BIAR LANJUT CERITANYA, KLO OTOMATIS MALAH TAMBAH LAMA,",4
952,Annisa Aqeela,Grafik nya bagus Cok walaupun berat gamenya aku baru main hoki wkwkwk😂🤣,5
953,UNKYO,"Permainan yang bagus, saat dimainkan saya merasa bisa berpetualang diberbagai tempat",5
954,bimbim bee,Gua suka banget nih ama game dari mb nya masih kecil sampe sekarang mb nya makin besar .. mau ngasih saran aja sih buat admin nya kalo update jangan gede gede lah mb nya ngga kuat soal nya,5
955,Gunawan Aja,Ada bug pada puzzle batu tulis di pulau tsurumi island. Padahal sesuai dengan gambar nya tapi saat di uratan batu selalu salah,4
956,Dinda Trini,"Best game ever ♥️ suka banget ceritanya, open world nya juga keren banget, karakter nya banyak jadi pengen koleksi 🤭pokoknya mantap lah gamenya",5
957,Sumbai Kuning,"Bagus bangt, dh lama bangt main ini. Tapi payah nya di penyimpanannya. Apalagi nanti mau update map baru. Untuk android bingung ni. Antara milih pensi atau ttp bertahan. Sama character lama nya kek nya ketinggalan banget sama character baru. Overall untuk story, item, adventure nya, poko ny semua nya bagus. Terutama bagian story nya. Banyak banget cerita yang ternyata terinspirasi dari story real life juga.",4
958,Lira Genshin,"Dari segi grafik, karakter, story udah paling bagus diantara game lain. Tapi saat sudah event, story semuanya selesai terkadang agak sedikit bosan menjalankan daily rutin seperti menjalankan komisi, menghabiskan resin. Tolong untuk konten event di tiap patch diadakan lebih banyak lagi",5
959,Danang Fadila,"Awal main gim ini terasa fresh dan seru, namun makin kesini konten yang dihadirkan cenderung monoton dan membosankan, apalagi gim ini tidak ada fitur skip story & banyak dialog tak penting yang justru membuat pemain jenuh. Gim ini sangat cocok untuk kalian yang memiliki banyak waktu luang dikarenakan banyaknya story yang harus diselesaikan.",3
960,Seno Ajha,"kelebihan : Dari segi gameplay nya bagus, grafik nya tergantung kapasitas hp, ceritanya menarik, karakter dan senjatanya unik, banyak misi, musuh nya unik, dan lain lain. Kekurangan : teka teki yg sulit, cara mendapatkan primogame nya susah, persentase ghaca nya buruk, susah buat dapat karakter dan senjata bintang 5, banyak musuh yang cukup sulit di kalahkan, misi yang sulit, dan lain lain. Saran : dunia nya di perluas, persentase ghaca nya di tingkatin, banyakin event yang hadiah primogame, DLL",5
961,Ratu naily Zein,"Overall game ini keren bgt, komplit perfect pokoknya, minusnya cuma di ping dan gatau kenapa suka keluar sendiri, blum lagi kan loading di intronya kan lama, jadi males buka laginya, semoga bisa diperbaiki ya! Makasi banyak developer",5
962,Harun Ar Rasyid,"Gamenya bagus dan seru. Tapi tolong untuk resin dibanyakin min,kurang banget kalo cuma 160/160 sementara boss sama domain makin banyak",4
963,Alvin Rahman,Tolong kurangin size pra download... Jaringan selalu kuning mungkin karna sever nya jauh di jepang kali yak. Santai yg penting kurangin size pra download nya.,5
964,Keizha Nur Praditya,Gamenya bagus grafik ya bagus banget,5
965,Egi Widya Natha,Game ny bgs hd dan membuat gw merasa keren soalnya gw bisa download game berat: v,5
966,MUKRAMAN FEQ-K,"Gamenya bagus banget, tapi tolong jangan terlalu panjang percakapannya.",5
967,visensius daniel,"Bintangnya aku turunin 2 kalau sudah jawab pertanyaan ini, Fungsi memilih satu weapon di banner limited weapon apa ya? Rate on / rate off tetap tidak pernah mendapatkan senjatanya ? Apakah saya top up nya kurang banyak?",3
968,Kristina Martha,"Baguss ini req buat kalian yg suka game petualangan salah satunya aku walaupun ningkatin level nya lama tapi nikmatin aja apa gunanya kalian download game tapi ga kalian nikmati,semangat para pemula-!🙌🏻",5
969,Nayla Rizqi,Awal2 download ngunduh data nya lama bgt saya download genshin impact jam 9 pagi ngunduh data juga jam 9 pagi sampai jam 1 siang belum selesai. BELUM NYAMPE 50% mlh. Punya org lain kok cpt bgt gk sampe selama itu punya saya kok begini padhl saya pake wifi dan lancar2 aja jaringan nya tolong segera diperbaiki,1
970,Alan D Sini,"Semoa saja ya kedepanya mb saat mendownload data jangan dibuat jadi bilangan angka lima tapi empat saja sudah cukup, tapi kalo yang lainya sih ok aja menurutku, udah itu aja sih :)",5
971,Marselina Nango,"Kurang bagus gamenya, dan pelayanannya jelek, tidak dibalas. Sudah main dua tahun tetapi saya masih Ar 54 karena malas main akhir² ini karena update yang kurang memuaskan.",2
